Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","148","Chad","674","Protein supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","684","Fat supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","261","Calories/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","million kcal","5","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","271","Proteins/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","0.72","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","281","Fats/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","0.16","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5166","Residuals","21511.03","Fat of poultry","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","3257.32","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","6617.47","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","1919.93","T","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5016","Loss","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","663.19","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5141","Food supply quantity (tonnes)","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","7874.22","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/capita/day","1.6","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","1.31","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","0.16","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","0.1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million kcal","9606.55","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","968.53","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","606.31","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5166","Residuals","21522","Poultry fat, rendered","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5610","Import Quantity","F1061","Poultry meat preparations","2020","2020","tonnes","29.36","T","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5166","Residuals","F1061","Poultry meat preparations","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","5141","Food supply quantity (tonnes)","F1061","Poultry meat preparations","2020","2020","tonnes","29.36","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/capita/day","0.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million kcal","48.45","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","tonnes","6.4","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","148","Chad","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","tonnes","2.35","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5166","Residuals","21511.03","Fat of poultry","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5141","Food supply quantity (tonnes)","21511.03","Fat of poultry","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","664","Food supply (kcal/capita/day)","21511.03","Fat of poultry","2020","2020","kcal/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","665","Food supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","674","Protein supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","684","Fat supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","261","Calories/Year","21511.03","Fat of poultry","2020","2020","million kcal","0.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","271","Proteins/Year","21511.03","Fat of poultry","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","281","Fats/Year","21511.03","Fat of poultry","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","138526.8","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","695709","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","115239.64","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","30262.51","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","129299.18","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5023","Processed","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","23801.05","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5141","Food supply quantity (tonnes)","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","627585.91","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/capita/day","141.21","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","89.95","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","10.43","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","10.79","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million kcal","985309.87","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","72799.97","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","75310.31","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","8488.48","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.5","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5166","Residuals","21522","Poultry fat, rendered","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5141","Food supply quantity (tonnes)","21522","Poultry fat, rendered","2020","2020","tonnes","8487.98","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/capita/day","10.96","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","1.22","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","1.21","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million kcal","76476.71","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","271","Proteins/Year","21522","Poultry fat, rendered","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","281","Fats/Year","21522","Poultry fat, rendered","2020","2020","tonnes","8471.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5510","Production","F1061","Poultry meat preparations","2020","2020","tonnes","21420.94","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5610","Import Quantity","F1061","Poultry meat preparations","2020","2020","tonnes","6740.67","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5910","Export Quantity","F1061","Poultry meat preparations","2020","2020","tonnes","19080.03","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5166","Residuals","F1061","Poultry meat preparations","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","5141","Food supply quantity (tonnes)","F1061","Poultry meat preparations","2020","2020","tonnes","9081.59","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/capita/day","2.15","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","1.3","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0.28","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0.1","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million kcal","14984.62","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","tonnes","1979.79","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","152","Chile","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","tonnes","726.53","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","10702.48","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","444.77","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5166","Residuals","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","-179","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5141","Food supply quantity (tonnes)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","10436.81","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","664","Food supply (kcal/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","kcal/capita/day","0.02","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","665","Food supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0.02","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","674","Protein supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","684","Fat supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","261","Calories/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","million kcal","13046.02","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","271","Proteins/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","1878.63","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","281","Fats/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","407.04","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5166","Residuals","21511.03","Fat of poultry","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","798146.07","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","15823712.95","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","2254175.54","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","1078736.59","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","247604.91","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5023","Processed","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","16970.84","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","49207.42","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5141","Food supply quantity (tonnes)","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","16685368.73","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/capita/day","37.91","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","31.07","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","3.82","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","2.39","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million kcal","20356149.85","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","2052300.35","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","1284773.39","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","697.46","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","5.63","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5166","Residuals","21522","Poultry fat, rendered","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5141","Food supply quantity (tonnes)","21522","Poultry fat, rendered","2020","2020","tonnes","691.83","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/capita/day","0.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million kcal","6233.38","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","271","Proteins/Year","21522","Poultry fat, rendered","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","281","Fats/Year","21522","Poultry fat, rendered","2020","2020","tonnes","690.45","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5510","Production","F1061","Poultry meat preparations","2020","2020","tonnes","15275.45","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5610","Import Quantity","F1061","Poultry meat preparations","2020","2020","tonnes","62371.54","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","159","China","5910","Export Quantity","F1061","Poultry meat preparations","2020","2020","tonnes","261967.72","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5166","Residuals","F1061","Poultry meat preparations","2020","2020","tonnes","-256739","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","5141","Food supply quantity (tonnes)","F1061","Poultry meat preparations","2020","2020","tonnes","72418.36","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","159","China","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/capita/day","0.22","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0.13","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0.03","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/capita/day","0.01","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million kcal","119490.3","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","tonnes","15787.2","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","159","China","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","tonnes","5793.47","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","10702.48","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","265.67","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5166","Residuals","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","10436.81","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","kcal/capita/day","4.77","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","665","Food supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","3.81","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0.69","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","684","Fat supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/capita/day","0.15","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","261","Calories/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","million kcal","13046.02","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","271","Proteins/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","1878.63","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","281","Fats/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","407.04","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","19651.08","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","451454.48","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","0","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","83118.18","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","49207.42","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","338779.97","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/capita/day","151.04","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","123.81","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","15.23","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/capita/day","9.53","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million kcal","413311.56","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","41669.94","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","26086.06","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.42","A","Official figure"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5166","Residuals","21522","Poultry fat, rendered","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","5141","Food supply quantity (tonnes)","21522","Poultry fat, rendered","2020","2020","tonnes","0.42","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/capita/day","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","344","China, Hong Kong SAR","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million kcal","3.77","I","Imputed value"
