Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","191","Croatia","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","8262","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5622","Import Value","02151","Chickens","2020","2020","1000 US$","6588","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","13110","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","02151","Chickens","2020","2020","1000 US$","9349","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","388.64","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","421","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","21.1","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","44","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","12069.92","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","25363","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","6021.3","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","10358","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","63.12","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","111","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.28","A","Official figure"
"TCL","Crops and livestock products","191","Croatia","5922","Export Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","192","Cuba","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","17255.68","T","Unofficial figure"
"TCL","Crops and livestock products","192","Cuba","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","18359","T","Unofficial figure"
"TCL","Crops and livestock products","192","Cuba","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","17.14","T","Unofficial figure"
"TCL","Crops and livestock products","192","Cuba","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","92","T","Unofficial figure"
"TCL","Crops and livestock products","192","Cuba","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","409855","A","Official figure"
"TCL","Crops and livestock products","192","Cuba","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","319262","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","418","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5622","Import Value","02151","Chickens","2020","2020","1000 US$","900","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0.21","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","8783.56","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","20065","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","802.9","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","674","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.18","A","Official figure"
"TCL","Crops and livestock products","196","Cyprus","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","7349","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5622","Import Value","02151","Chickens","2020","2020","1000 US$","20235","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","96529","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5922","Export Value","02151","Chickens","2020","2020","1000 US$","53939","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","3009.34","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","3342","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","1439.27","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5922","Export Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","1723","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","1137.82","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","964","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0.1","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5922","Export Value","21511.03","Fat of poultry","2020","2020","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","82646.22","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","165118","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","11509.01","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","27541","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","7715.38","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","7395","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","7.51","A","Official figure"
"TCL","Crops and livestock products","203","Czechia","5922","Export Value","21522","Poultry fat, rendered","2020","2020","1000 US$","9","A","Official figure"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","105.63","T","Unofficial figure"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","59","T","Unofficial figure"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","52.65","T","Unofficial figure"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","80","T","Unofficial figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","41","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import Value","02151","Chickens","2020","2020","1000 US$","422","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","75274.25","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","36346","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","72425.54","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","37297","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","16","A","Official figure"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","9","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","1881","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5622","Import Value","02151","Chickens","2020","2020","1000 US$","9758","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","61051","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5922","Export Value","02151","Chickens","2020","2020","1000 US$","87570","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","23817.72","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","20179","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","14567.35","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5922","Export Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","11780","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","38.34","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","84","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","21511.03","Fat of poultry","2020","2020","tonnes","4","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5922","Export Value","21511.03","Fat of poultry","2020","2020","1000 US$","12","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","35578.04","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","126910","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","64575.71","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","114813","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","1295.46","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1187","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","1961.4","A","Official figure"
"TCL","Crops and livestock products","208","Denmark","5922","Export Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1547","A","Official figure"
"TCL","Crops and livestock products","262","Djibouti","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","0.89","T","Unofficial figure"
"TCL","Crops and livestock products","262","Djibouti","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","4","T","Unofficial figure"
"TCL","Crops and livestock products","262","Djibouti","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","3445.08","T","Unofficial figure"
"TCL","Crops and livestock products","262","Djibouti","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","5591","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","9","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5622","Import Value","02151","Chickens","2020","2020","1000 US$","183","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","9.36","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","14","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","3565.89","T","Unofficial figure"
"TCL","Crops and livestock products","212","Dominica","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","5295","T","Unofficial figure"
"TCL","Crops and livestock products","214","Dominican Republic","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","1994","I","Imputed value"
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import Value","02151","Chickens","2020","2020","1000 US$","3476","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","711","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5922","Export Value","02151","Chickens","2020","2020","1000 US$","2395","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","14471.89","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","24251","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","27.04","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5922","Export Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","68","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0.17","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","40387.2","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","37338","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","2641.18","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","1535","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","704.78","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1050","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","117.03","A","Official figure"
"TCL","Crops and livestock products","214","Dominican Republic","5922","Export Value","21522","Poultry fat, rendered","2020","2020","1000 US$","195","A","Official figure"
"TCL","Crops and livestock products","218","Ecuador","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","2429","A","Official figure"
"TCL","Crops and livestock products","218","Ecuador","5622","Import Value","02151","Chickens","2020","2020","1000 US$","17546","A","Official figure"
"TCL","Crops and livestock products","218","Ecuador","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","1987.94","A","Official figure"
"TCL","Crops and livestock products","218","Ecuador","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","1728","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","2340","I","Imputed value"
"TCL","Crops and livestock products","818","Egypt","5622","Import Value","02151","Chickens","2020","2020","1000 US$","18279","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","2","I","Imputed value"
"TCL","Crops and livestock products","818","Egypt","5922","Export Value","02151","Chickens","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5910","Export Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5922","Export Value","21511.03","Fat of poultry","2020","2020","1000 US$","23","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","19599.16","I","Imputed value"
"TCL","Crops and livestock products","818","Egypt","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","66935","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","668.32","I","Imputed value"
"TCL","Crops and livestock products","818","Egypt","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","415","A","Official figure"
"TCL","Crops and livestock products","818","Egypt","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","28.37","I","Imputed value"
"TCL","Crops and livestock products","818","Egypt","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","63","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","6102","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5622","Import Value","02151","Chickens","2020","2020","1000 US$","8120","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","12323","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5922","Export Value","02151","Chickens","2020","2020","1000 US$","7460","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0.17","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","1","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","12271.53","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","16096","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","2205.8","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","4081","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","20","A","Official figure"
"TCL","Crops and livestock products","222","El Salvador","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","15","A","Official figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","440.81","T","Unofficial figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","555","T","Unofficial figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","24106.18","T","Unofficial figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","27634","T","Unofficial figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","31.19","T","Unofficial figure"
"TCL","Crops and livestock products","226","Equatorial Guinea","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","26","T","Unofficial figure"
"TCL","Crops and livestock products","232","Eritrea","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","81","T","Unofficial figure"
"TCL","Crops and livestock products","232","Eritrea","5622","Import Value","02151","Chickens","2020","2020","1000 US$","254","T","Unofficial figure"
"TCL","Crops and livestock products","232","Eritrea","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","36.32","T","Unofficial figure"
"TCL","Crops and livestock products","232","Eritrea","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","66","T","Unofficial figure"
"TCL","Crops and livestock products","233","Estonia","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","13190","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5622","Import Value","02151","Chickens","2020","2020","1000 US$","5671","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","156","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5922","Export Value","02151","Chickens","2020","2020","1000 US$","42","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","1904.94","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5622","Import Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","1103","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5910","Export Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","804.68","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5922","Export Value","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","1000 US$","408","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","1.19","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","4","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","17171.96","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","32095","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","7108.66","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","13369","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","3.69","A","Official figure"
"TCL","Crops and livestock products","233","Estonia","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","621","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5622","Import Value","02151","Chickens","2020","2020","1000 US$","676","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5909","Export Quantity","02151","Chickens","2020","2020","1000 Head","1011","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5922","Export Value","02151","Chickens","2020","2020","1000 US$","694","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","2177.18","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","1522","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5910","Export Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","88.15","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5922","Export Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","133","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.2","A","Official figure"
"TCL","Crops and livestock products","748","Eswatini","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","0","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","3","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5622","Import Value","02151","Chickens","2020","2020","1000 US$","1555","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5610","Import Quantity","21511.03","Fat of poultry","2020","2020","tonnes","0.61","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5622","Import Value","21511.03","Fat of poultry","2020","2020","1000 US$","5","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5910","Export Quantity","21511.03","Fat of poultry","2020","2020","tonnes","1.93","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5922","Export Value","21511.03","Fat of poultry","2020","2020","1000 US$","10","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5610","Import Quantity","21121","Meat of chickens, fresh or chilled","2020","2020","tonnes","205.11","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5622","Import Value","21121","Meat of chickens, fresh or chilled","2020","2020","1000 US$","309","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5610","Import Quantity","21522","Poultry fat, rendered","2020","2020","tonnes","0.2","A","Official figure"
"TCL","Crops and livestock products","231","Ethiopia","5622","Import Value","21522","Poultry fat, rendered","2020","2020","1000 US$","2","A","Official figure"
"TCL","Crops and livestock products","234","Faroe Islands","5609","Import Quantity","02151","Chickens","2020","2020","1000 Head","2","T","Unofficial figure"
"TCL","Crops and livestock products","234","Faroe Islands","5622","Import Value","02151","Chickens","2020","2020","1000 US$","18","T","Unofficial figure"
"TCL","Crops and livestock products","234","Faroe Islands","5610","Import Quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","tonnes","14.27","T","Unofficial figure"
