Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","52.17","I","Valeur imputée"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.54","I","Valeur imputée"
"PP","Prix à la Production","48","Costa Rica","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.62","I","Valeur imputée"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","110.55","I","Valeur imputée"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","104.92","I","Valeur imputée"
"PP","Prix à la Production","107","Côte d'Ivoire","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","111.73","I","Valeur imputée"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","11048.8","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","11048.8","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1670.5","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","85.29","I","Valeur imputée"
"PP","Prix à la Production","98","Croatie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","7272","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","7272","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1099.5","A","Chiffre officiel"
"PP","Prix à la Production","98","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","98.62","I","Valeur imputée"
"PP","Prix à la Production","98","Croatie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","94.06","I","Valeur imputée"
"PP","Prix à la Production","49","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.23","I","Valeur imputée"
"PP","Prix à la Production","49","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","100.47","I","Valeur imputée"
"PP","Prix à la Production","49","Cuba","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","100.48","I","Valeur imputée"
"PP","Prix à la Production","54","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","99.02","I","Valeur imputée"
"PP","Prix à la Production","54","Danemark","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","5938","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","5938","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","907.7","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","93.04","I","Valeur imputée"
"PP","Prix à la Production","54","Danemark","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","9095","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","9095","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1390.2","A","Chiffre officiel"
"PP","Prix à la Production","54","Danemark","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","107.58","I","Valeur imputée"
"PP","Prix à la Production","59","Égypte","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","27991.4","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","27991.4","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1776.2","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","161.76","I","Valeur imputée"
"PP","Prix à la Production","59","Égypte","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","37680","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","37680","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2391","A","Chiffre officiel"
"PP","Prix à la Production","59","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","229.21","I","Valeur imputée"
"PP","Prix à la Production","59","Égypte","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","157.08","I","Valeur imputée"
"PP","Prix à la Production","60","El Salvador","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1740","A","Chiffre officiel"
"PP","Prix à la Production","60","El Salvador","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1740","A","Chiffre officiel"
"PP","Prix à la Production","60","El Salvador","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1740","A","Chiffre officiel"
"PP","Prix à la Production","60","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","94.6","I","Valeur imputée"
"PP","Prix à la Production","60","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","105.48","I","Valeur imputée"
"PP","Prix à la Production","60","El Salvador","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","108.01","I","Valeur imputée"
"PP","Prix à la Production","58","Équateur","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1345.6","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1345.6","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1345.6","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","87.25","I","Valeur imputée"
"PP","Prix à la Production","58","Équateur","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1634","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1634","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1634","A","Chiffre officiel"
"PP","Prix à la Production","58","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","62.71","I","Valeur imputée"
"PP","Prix à la Production","58","Équateur","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","114.91","I","Valeur imputée"
"PP","Prix à la Production","178","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","125.79","I","Valeur imputée"
"PP","Prix à la Production","178","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","137.55","I","Valeur imputée"
"PP","Prix à la Production","178","Érythrée","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","137.39","I","Valeur imputée"
"PP","Prix à la Production","203","Espagne","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1346.1","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1346.1","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1537.5","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","105.5","I","Valeur imputée"
"PP","Prix à la Production","203","Espagne","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1054.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1054.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1204.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.41","I","Valeur imputée"
"PP","Prix à la Production","203","Espagne","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1054.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1054.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1204.9","A","Chiffre officiel"
"PP","Prix à la Production","203","Espagne","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.2","I","Valeur imputée"
"PP","Prix à la Production","63","Estonie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1100.9","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1100.9","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1257.5","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","101.43","I","Valeur imputée"
"PP","Prix à la Production","63","Estonie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1046.9","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1046.9","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1195.8","A","Chiffre officiel"
"PP","Prix à la Production","63","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.98","I","Valeur imputée"
"PP","Prix à la Production","63","Estonie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.52","I","Valeur imputée"
"PP","Prix à la Production","231","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","74.2","I","Valeur imputée"
"PP","Prix à la Production","231","États-Unis d'Amérique","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","802.5","A","Chiffre officiel"
"PP","Prix à la Production","231","États-Unis d'Amérique","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","802.5","A","Chiffre officiel"
"PP","Prix à la Production","231","États-Unis d'Amérique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","802.5","A","Chiffre officiel"
"PP","Prix à la Production","231","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","66.38","I","Valeur imputée"
"PP","Prix à la Production","231","États-Unis d'Amérique","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","89.05","I","Valeur imputée"
"PP","Prix à la Production","238","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","143.19","I","Valeur imputée"
"PP","Prix à la Production","238","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","170.88","I","Valeur imputée"
"PP","Prix à la Production","238","Éthiopie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","172.98","I","Valeur imputée"
"PP","Prix à la Production","185","Fédération de Russie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","77785.7","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","77785.7","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1078.8","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","111.1","I","Valeur imputée"
"PP","Prix à la Production","185","Fédération de Russie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","73984","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","73984","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1026.1","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","107.08","I","Valeur imputée"
"PP","Prix à la Production","185","Fédération de Russie","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","100302","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","100302","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1391.1","A","Chiffre officiel"
"PP","Prix à la Production","185","Fédération de Russie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.84","I","Valeur imputée"
"PP","Prix à la Production","66","Fidji","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","5200","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","5200","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","2397.6","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","67.36","I","Valeur imputée"
"PP","Prix à la Production","66","Fidji","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","7000","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","7000","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","3227.6","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","189.01","I","Valeur imputée"
"PP","Prix à la Production","66","Fidji","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","10000","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","10000","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","4610.8","A","Chiffre officiel"
"PP","Prix à la Production","66","Fidji","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","150","I","Valeur imputée"
"PP","Prix à la Production","67","Finlande","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1048","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1048","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1197","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","104.21","I","Valeur imputée"
"PP","Prix à la Production","67","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","91.22","I","Valeur imputée"
"PP","Prix à la Production","67","Finlande","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1311","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1311","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1497.4","A","Chiffre officiel"
"PP","Prix à la Production","67","Finlande","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","95.37","I","Valeur imputée"
"PP","Prix à la Production","68","France","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1208.2","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1208.2","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1380","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","109.54","I","Valeur imputée"
"PP","Prix à la Production","68","France","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","94.38","I","Valeur imputée"
"PP","Prix à la Production","68","France","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1534.8","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1534.8","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1753","A","Chiffre officiel"
"PP","Prix à la Production","68","France","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.04","I","Valeur imputée"
"PP","Prix à la Production","75","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","132.59","I","Valeur imputée"
"PP","Prix à la Production","75","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","176.89","I","Valeur imputée"
"PP","Prix à la Production","75","Gambie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","129.62","I","Valeur imputée"
"PP","Prix à la Production","73","Géorgie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","3701.1","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","3701.1","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1190.4","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","110.81","I","Valeur imputée"
"PP","Prix à la Production","73","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.05","I","Valeur imputée"
"PP","Prix à la Production","73","Géorgie","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","5968.5","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","5968.5","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1919.7","A","Chiffre officiel"
"PP","Prix à la Production","73","Géorgie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","145.6","I","Valeur imputée"
"PP","Prix à la Production","81","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","102.14","I","Valeur imputée"
"PP","Prix à la Production","81","Ghana","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","112.23","I","Valeur imputée"
