Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","108","Kazakhstan","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","494411","A","Chiffre officiel"
"PP","Prix à la Production","108","Kazakhstan","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","494411","A","Chiffre officiel"
"PP","Prix à la Production","108","Kazakhstan","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1197.3","A","Chiffre officiel"
"PP","Prix à la Production","108","Kazakhstan","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","128.27","I","Valeur imputée"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","113.79","I","Valeur imputée"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","112.11","I","Valeur imputée"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","122.49","I","Valeur imputée"
"PP","Prix à la Production","113","Kirghizistan","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","131041.4","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","131041.4","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1694.2","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","99.17","I","Valeur imputée"
"PP","Prix à la Production","113","Kirghizistan","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","127614","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","127614","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1649.9","A","Chiffre officiel"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","104.69","I","Valeur imputée"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","113.84","I","Valeur imputée"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1191.3","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1191.3","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1360.7","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","101.57","I","Valeur imputée"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1310","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1310","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1496.3","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","106.94","I","Valeur imputée"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1876","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1876","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2142.8","A","Chiffre officiel"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","107.18","I","Valeur imputée"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","96.41","I","Valeur imputée"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.28","I","Valeur imputée"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.63","I","Valeur imputée"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1002.3","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1002.3","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1144.8","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","97.97","I","Valeur imputée"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","824.4","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","824.4","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","941.6","A","Chiffre officiel"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","92.9","I","Valeur imputée"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","95.53","I","Valeur imputée"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","2744.2","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","2744.2","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","3134.4","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.51","I","Valeur imputée"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","3285","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","3285","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","3752.1","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","88.47","I","Valeur imputée"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","4382","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","4382","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","5005.1","A","Chiffre officiel"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","88.53","I","Valeur imputée"
"PP","Prix à la Production","154","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","104.87","I","Valeur imputée"
"PP","Prix à la Production","154","Macédoine du Nord","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","49984","A","Chiffre officiel"
"PP","Prix à la Production","154","Macédoine du Nord","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","49984","A","Chiffre officiel"
"PP","Prix à la Production","154","Macédoine du Nord","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","923.2","A","Chiffre officiel"
"PP","Prix à la Production","154","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","173.35","I","Valeur imputée"
"PP","Prix à la Production","154","Macédoine du Nord","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","118.16","I","Valeur imputée"
"PP","Prix à la Production","129","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.77","I","Valeur imputée"
"PP","Prix à la Production","129","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","126.69","I","Valeur imputée"
"PP","Prix à la Production","129","Madagascar","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","128.36","I","Valeur imputée"
"PP","Prix à la Production","131","Malaisie","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","5166.7","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","5166.7","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1229.1","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","90.04","I","Valeur imputée"
"PP","Prix à la Production","131","Malaisie","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","5000","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","5000","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1189.5","A","Chiffre officiel"
"PP","Prix à la Production","131","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","99.01","I","Valeur imputée"
"PP","Prix à la Production","131","Malaisie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","86.66","I","Valeur imputée"
"PP","Prix à la Production","130","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","177.28","I","Valeur imputée"
"PP","Prix à la Production","130","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","169.32","I","Valeur imputée"
"PP","Prix à la Production","130","Malawi","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","220","I","Valeur imputée"
"PP","Prix à la Production","133","Mali","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.84","I","Valeur imputée"
"PP","Prix à la Production","133","Mali","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.6","I","Valeur imputée"
"PP","Prix à la Production","133","Mali","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","110.45","I","Valeur imputée"
"PP","Prix à la Production","134","Malte","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","1647.3","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","1647.3","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1881.5","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","108","I","Valeur imputée"
"PP","Prix à la Production","134","Malte","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","96.15","I","Valeur imputée"
"PP","Prix à la Production","134","Malte","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","1777","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","1777","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2029.7","A","Chiffre officiel"
"PP","Prix à la Production","134","Malte","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","145.96","I","Valeur imputée"
"PP","Prix à la Production","143","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","117.75","I","Valeur imputée"
"PP","Prix à la Production","143","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.22","I","Valeur imputée"
"PP","Prix à la Production","143","Maroc","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.23","I","Valeur imputée"
"PP","Prix à la Production","137","Maurice","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","74944","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","74944","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1904.7","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","92.82","I","Valeur imputée"
"PP","Prix à la Production","137","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","111.68","I","Valeur imputée"
"PP","Prix à la Production","137","Maurice","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","65967","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","65967","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1676.5","A","Chiffre officiel"
"PP","Prix à la Production","137","Maurice","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","97.93","I","Valeur imputée"
"PP","Prix à la Production","138","Mexique","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","21937.4","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","21937.4","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1021","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","115.78","I","Valeur imputée"
"PP","Prix à la Production","138","Mexique","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","24392","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","24392","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1135.3","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","115.9","I","Valeur imputée"
"PP","Prix à la Production","138","Mexique","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","33904.2","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","33904.2","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1578","A","Chiffre officiel"
"PP","Prix à la Production","138","Mexique","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","112.89","I","Valeur imputée"
"PP","Prix à la Production","141","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","110.05","I","Valeur imputée"
"PP","Prix à la Production","141","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","118.31","I","Valeur imputée"
"PP","Prix à la Production","141","Mongolie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","206.1","I","Valeur imputée"
"PP","Prix à la Production","144","Mozambique","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","176282","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","176282","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","2537.7","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","113.41","I","Valeur imputée"
"PP","Prix à la Production","144","Mozambique","5530","Prix à la Production (LCU/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","141900","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5531","Prix à la Production (SLC/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","141900","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5532","Prix à la Production (USD/tonne)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","2042.8","A","Chiffre officiel"
"PP","Prix à la Production","144","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","103.82","I","Valeur imputée"
"PP","Prix à la Production","144","Mozambique","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","131.31","I","Valeur imputée"
"PP","Prix à la Production","28","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","109.81","I","Valeur imputée"
"PP","Prix à la Production","28","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","108.01","I","Valeur imputée"
"PP","Prix à la Production","28","Myanmar","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.24","I","Valeur imputée"
"PP","Prix à la Production","147","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","107.3","I","Valeur imputée"
"PP","Prix à la Production","147","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","109.54","I","Valeur imputée"
"PP","Prix à la Production","147","Namibie","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","118.85","I","Valeur imputée"
"PP","Prix à la Production","149","Népal","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","279600","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","279600","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","2362.6","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","126.6","I","Valeur imputée"
"PP","Prix à la Production","149","Népal","5539","Indice des prix à la production (2014-2016 = 100)","1095","Viande poids vif, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","116.56","I","Valeur imputée"
"PP","Prix à la Production","149","Népal","5530","Prix à la Production (LCU/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","UML","232390","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5531","Prix à la Production (SLC/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","MLS","232390","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5532","Prix à la Production (USD/tonne)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","USD","1963.7","A","Chiffre officiel"
"PP","Prix à la Production","149","Népal","5539","Indice des prix à la production (2014-2016 = 100)","1058","Viande, poulet, fraîche ou réfrigérée","2020","2020","7021","Valeur annuel","","90.17","I","Valeur imputée"
"PP","Prix à la Production","157","Nicaragua","5530","Prix à la Production (LCU/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","UML","63231.3","A","Chiffre officiel"
"PP","Prix à la Production","157","Nicaragua","5531","Prix à la Production (SLC/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","MLS","63231.3","A","Chiffre officiel"
"PP","Prix à la Production","157","Nicaragua","5532","Prix à la Production (USD/tonne)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","USD","1841.2","A","Chiffre officiel"
"PP","Prix à la Production","157","Nicaragua","5539","Indice des prix à la production (2014-2016 = 100)","1062","Œufs de poule en coquille frais","2020","2020","7021","Valeur annuel","","113.87","I","Valeur imputée"
