Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","122","Lesotho","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","674.092","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","119","Lettonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1901.123","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","119","Lettonie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","878.254","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","119","Lettonie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1022.87","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","119","Lettonie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","599.796","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","119","Lettonie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1293.197","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","121","Liban","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","5702.398","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","121","Liban","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2770.02","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","121","Liban","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2932.378","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","121","Liban","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","666.679","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","121","Liban","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","5353.116","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","123","Libéria","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","5149.463","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","123","Libéria","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2567.665","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","123","Libéria","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2581.798","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","123","Libéria","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","2445.292","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","123","Libéria","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","2658.561","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Libye","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","7045.399","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Libye","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","3587.984","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Libye","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","3457.415","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Libye","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1286.402","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Libye","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","5375.771","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","125","Liechtenstein","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","38.767","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","125","Liechtenstein","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","19.234","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","125","Liechtenstein","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","19.533","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","125","Liechtenstein","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","33.074","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","125","Liechtenstein","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","5.571","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","126","Lituanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","2795.765","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","126","Lituanie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1309.124","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","126","Lituanie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1486.64","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","126","Lituanie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","911.492","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","126","Lituanie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1940.986","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","256","Luxembourg","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","630.597","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","256","Luxembourg","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","317.306","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","256","Luxembourg","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","313.291","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","256","Luxembourg","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","51.616","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","256","Luxembourg","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","552.328","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1872.015","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","911.753","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","960.263","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","866.902","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","154","Macédoine du Nord","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1221.133","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","129","Madagascar","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","28953.556","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","129","Madagascar","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","14523.993","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","129","Madagascar","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","14429.564","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","129","Madagascar","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","17020.546","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","129","Madagascar","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","10670.252","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","131","Malaisie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","33889.558","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","131","Malaisie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","17821.825","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","131","Malaisie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","16067.734","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","131","Malaisie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","7507.36","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","131","Malaisie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","25361.963","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","130","Malawi","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","19533.888","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","130","Malawi","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","9522.275","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","130","Malawi","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","10011.612","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","130","Malawi","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","16748.855","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","130","Malawi","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","3534.836","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Maldives","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","502.118","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Maldives","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","309.481","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Maldives","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","192.637","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Maldives","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","272.275","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Maldives","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","186.634","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","133","Mali","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","21713.836","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","133","Mali","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","10960.972","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","133","Mali","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","10752.863","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","133","Mali","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","11377.544","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","133","Mali","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","8906.636","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","134","Malte","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","518.207","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","134","Malte","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","268.351","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","134","Malte","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","249.856","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","134","Malte","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","22.83","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","134","Malte","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","411.533","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","143","Maroc","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","36584.208","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","143","Maroc","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","18471.768","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","143","Maroc","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","18112.44","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","143","Maroc","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","13519.119","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","143","Maroc","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","23551.599","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","135","Martinique","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","356.615","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","135","Martinique","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","162.997","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","135","Martinique","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","193.618","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","135","Martinique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","41.862","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","135","Martinique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","343.595","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","137","Maurice","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1283.223","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","137","Maurice","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","643.778","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","137","Maurice","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","639.446","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","137","Maurice","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","754.784","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","137","Maurice","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","519.33","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Mauritanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","4600.131","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Mauritanie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2250.118","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Mauritanie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2350.013","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Mauritanie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","2137.053","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","136","Mauritanie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","2646.714","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Mayotte","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","284.37","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Mayotte","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","135.589","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Mayotte","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","148.781","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Mayotte","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","148.158","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","270","Mayotte","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","124.952","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","138","Mexique","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","126799.055","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","138","Mexique","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","61635.476","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","138","Mexique","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","65163.579","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","138","Mexique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","25795.617","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","138","Mexique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","108074.41","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","110.916","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","55.187","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","55.73","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","83.058","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","145","Micronésie (États fédérés de)","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","24.716","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","140","Monaco","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","38.05","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","140","Monaco","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","18.624","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","140","Monaco","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","19.427","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","140","Monaco","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","0","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","140","Monaco","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","39.297","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","141","Mongolie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","3290.785","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","141","Mongolie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1645.93","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","141","Mongolie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1644.855","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","141","Mongolie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1005.935","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","141","Mongolie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","2203.469","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","273","Monténégro","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","607.935","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","273","Monténégro","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","292.705","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","273","Monténégro","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","315.229","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","273","Monténégro","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","204.63","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","273","Monténégro","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","424.767","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","142","Montserrat","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","4.508","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","142","Montserrat","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2.267","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","142","Montserrat","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2.241","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","142","Montserrat","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","4.765","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","142","Montserrat","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","0.478","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","144","Mozambique","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","30783.688","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","144","Mozambique","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","14896.433","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","144","Mozambique","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","15887.255","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","144","Mozambique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","20330.756","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","144","Mozambique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","11978.439","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","28","Myanmar","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","53016.522","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","28","Myanmar","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","26431.199","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","28","Myanmar","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","26585.322","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","28","Myanmar","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","37740.21","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","28","Myanmar","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","17068.066","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","147","Namibie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","2728.762","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","147","Namibie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1330.536","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","147","Namibie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1398.226","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","147","Namibie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1293.438","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","147","Namibie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1403.099","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","148","Nauru","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","11.643","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","148","Nauru","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","5.94","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","148","Nauru","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","5.703","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","148","Nauru","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","0","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","148","Nauru","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","11.227","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","149","Népal","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","28966.574","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","149","Népal","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","13942.564","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","149","Népal","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","15024.011","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","149","Népal","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","24034.011","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","149","Népal","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","6226.233","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","157","Nicaragua","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","6565.267","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","157","Nicaragua","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","3227.997","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","157","Nicaragua","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","3337.269","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","157","Nicaragua","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","2630.055","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","157","Nicaragua","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","3786.513","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","158","Niger","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","23717.613","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","158","Niger","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","12041.757","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","158","Niger","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","11675.856","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","158","Niger","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","20072.055","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","158","Niger","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","4002.638","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Nigéria","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","213996.181","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Nigéria","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","108098.757","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Nigéria","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","105897.424","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Nigéria","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","99040.175","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Nigéria","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","107112.526","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","160","Nioué","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1.799","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","160","Nioué","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","0.862","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","160","Nioué","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","0.937","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","160","Nioué","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","0.878","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","160","Nioué","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","0.754","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","162","Norvège","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","5379.274","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","162","Norvège","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2712.785","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","162","Norvège","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2666.488","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","162","Norvège","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","927.855","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","162","Norvège","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","4521.838","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","284.176","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","140.422","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","143.755","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","81.718","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","153","Nouvelle-Calédonie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","205.195","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","5069.895","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2516.752","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2553.143","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","643.015","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","156","Nouvelle-Zélande","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","4191.405","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","221","Oman","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","4522.497","X","Chiffre de sources internationales",""
