Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","72","Djibouti","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","548.317","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","72","Djibouti","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","556.871","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","72","Djibouti","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","219.361","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","72","Djibouti","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","780.538","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","67.573","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","55","Dominique","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","33.9","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","55","Dominique","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","33.673","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","55","Dominique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","21.697","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","55","Dominique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","53.355","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","59","Égypte","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","109315.124","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","59","Égypte","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","55193.553","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","59","Égypte","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","54121.57","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","59","Égypte","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","58900.432","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","59","Égypte","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","44041.052","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","6234.673","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","60","El Salvador","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2962.869","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","60","El Salvador","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","3271.804","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","60","El Salvador","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1720.558","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","60","El Salvador","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","4758.508","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","9448.524","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","6083.269","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","3365.256","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1271.026","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","225","Émirats arabes unis","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","8542.144","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","58","Équateur","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","17546.065","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","58","Équateur","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","8760.001","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","58","Équateur","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","8786.064","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","58","Équateur","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","6212.001","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","58","Équateur","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","11123.641","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Érythrée","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","3291.271","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Érythrée","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1622.323","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Érythrée","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1668.947","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Érythrée","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","3186.178","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","178","Érythrée","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","2246.038","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","47679.489","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","203","Espagne","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","23417.242","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","203","Espagne","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","24262.247","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","203","Espagne","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","8915.682","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","203","Espagne","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","37543.537","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1329.669","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","63","Estonie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","630.001","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","63","Estonie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","699.668","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","63","Estonie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","400.194","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","63","Estonie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","900.365","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1192.729","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","209","Eswatini","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","585.072","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","209","Eswatini","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","607.658","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","209","Eswatini","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1091.4","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","209","Eswatini","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","347.895","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","339436.159","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","170710.103","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","168726.055","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","57456.395","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","231","États-Unis d'Amérique","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","273975.139","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Éthiopie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","118917.671","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Éthiopie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","59626.569","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Éthiopie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","59291.103","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Éthiopie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","88295.647","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","238","Éthiopie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","24463.423","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","146371.299","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","67975.285","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","78396.013","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","36300.573","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","185","Fédération de Russie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","107486.269","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","66","Fidji","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","914.963","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","66","Fidji","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","454.673","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","66","Fidji","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","460.289","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","66","Fidji","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","395.426","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","66","Fidji","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","529.489","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","67","Finlande","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","5529.612","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","67","Finlande","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","2731.082","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","67","Finlande","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2798.53","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","67","Finlande","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","808.148","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","67","Finlande","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","4771.979","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","68","France","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","65905.277","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","68","France","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","31923.744","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","68","France","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","33981.533","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","68","France","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","12503.199","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","68","France","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","53217.966","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","74","Gabon","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","2322.539","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","74","Gabon","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1182.718","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","74","Gabon","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1139.821","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","74","Gabon","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","213.15","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","74","Gabon","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1938.139","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","75","Gambie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","2515.733","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","75","Gambie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1251.981","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","75","Gambie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1263.753","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","75","Gambie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","858.185","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","75","Gambie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1435.308","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","73","Géorgie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","3795.678","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","73","Géorgie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","1767.457","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","73","Géorgie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","2028.222","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","73","Géorgie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1580.751","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","73","Géorgie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","2317.778","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","81","Ghana","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","31887.809","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","81","Ghana","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","15934.246","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","81","Ghana","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","15953.564","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","81","Ghana","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","13108.188","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","81","Ghana","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","17625.567","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","82","Gibraltar","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","36.173","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","82","Gibraltar","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","18.015","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","82","Gibraltar","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","18.158","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","82","Gibraltar","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","0","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","82","Gibraltar","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","35","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","84","Grèce","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","10699.369","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","84","Grèce","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","5185.175","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","84","Grèce","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","5514.194","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","84","Grèce","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","2252.163","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","84","Grèce","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","8850.409","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","86","Grenade","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","116.341","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","86","Grenade","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","58.55","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","86","Grenade","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","57.791","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","86","Grenade","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","69.37","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","86","Grenade","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","39.938","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","85","Groenland","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","56.08","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","85","Groenland","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","29.584","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","85","Groenland","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","26.495","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","85","Groenland","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","7.22","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","85","Groenland","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","49.552","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","87","Guadeloupe","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","407.394","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","87","Guadeloupe","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","185.794","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","87","Guadeloupe","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","221.6","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","87","Guadeloupe","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","6.733","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","87","Guadeloupe","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","441.694","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","88","Guam","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","162.158","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","88","Guam","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","82.45","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","88","Guam","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","79.708","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","88","Guam","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","8.542","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","88","Guam","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","160.185","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","89","Guatemala","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","17357.325","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","89","Guatemala","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","8613.994","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","89","Guatemala","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","8743.332","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","89","Guatemala","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","8626.519","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","89","Guatemala","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","9284.293","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","90","Guinée","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","13371.183","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","90","Guinée","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","6592.746","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","90","Guinée","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","6778.437","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","90","Guinée","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","8680.17","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","90","Guinée","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","5070.656","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","61","Guinée équatoriale","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","1716.468","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","61","Guinée équatoriale","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","908.72","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","61","Guinée équatoriale","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","807.749","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","61","Guinée équatoriale","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","378.29","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","61","Guinée équatoriale","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","1027.99","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Guinée-Bissau","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","2013.255","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Guinée-Bissau","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","993.13","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Guinée-Bissau","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","1020.125","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Guinée-Bissau","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","1116.462","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","175","Guinée-Bissau","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","884.232","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","91","Guyana","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","807.481","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","91","Guyana","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","394.212","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","91","Guyana","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","413.269","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","91","Guyana","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","578.961","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","91","Guyana","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","211.821","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","69","Guyane française","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","289.055","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","69","Guyane française","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","139.68","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","69","Guyane française","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","149.375","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","69","Guyane française","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","43.105","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","69","Guyane française","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","260.877","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","93","Haïti","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","11243.848","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","93","Haïti","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","5575.373","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","93","Haïti","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","5668.475","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","93","Haïti","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","4879.66","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","93","Haïti","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","6491.525","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","95","Honduras","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","10119.64","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","95","Honduras","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","5098.597","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","95","Honduras","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","5021.043","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","95","Honduras","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","4047.211","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","95","Honduras","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","5672.054","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","97","Hongrie","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","9749.457","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","97","Hongrie","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","4672.074","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","97","Hongrie","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","5077.383","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","97","Hongrie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","2699.487","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","97","Hongrie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","6921.767","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","264","Île de Man","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","84.064","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","264","Île de Man","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","41.663","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","264","Île de Man","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","42.401","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","264","Île de Man","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","40.458","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","264","Île de Man","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","45.437","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","259","Îles Anglo-Normandes","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","115.69","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","259","Îles Anglo-Normandes","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","51.888","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","68.684","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","512","Hommes","3010","Population-Estimations","2020","2020","1000 No","34.514","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","513","Femmes","3010","Population-Estimations","2020","2020","1000 No","34.171","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","551","Population rurale","3010","Population-Estimations","2020","2020","1000 No","0","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","36","Îles Caïmanes","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 No","63.89","X","Chiffre de sources internationales",""
"OA","Séries temporelles annuelles","47","Îles Cook","511","Population totale","3010","Population-Estimations","2020","2020","1000 No","15.643","X","Chiffre de sources internationales",""
