Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit (FAO),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","177","Porto Rico","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","7199","I","Valeur imputée",""
"QCL","Cultures et produits animaux","174","Portugal","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","49307","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","179","Qatar","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","30000","E","Valeur estimée",""
"QCL","Cultures et produits animaux","212","République arabe syrienne","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","18741","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","37","République centrafricaine","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","7016","I","Valeur imputée",""
"QCL","Cultures et produits animaux","117","République de Corée","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","178528","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","146","République de Moldova","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","44077","I","Valeur imputée",""
"QCL","Cultures et produits animaux","250","République démocratique du Congo","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","18675","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","120","République démocratique populaire lao","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","46624","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","56","République dominicaine","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","178900","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","116","République populaire démocratique de Corée","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","16683","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","215","République-Unie de Tanzanie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","39408","I","Valeur imputée",""
"QCL","Cultures et produits animaux","183","Roumanie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","73901","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","172000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","184","Rwanda","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","4361","I","Valeur imputée",""
"QCL","Cultures et produits animaux","189","Sainte-Lucie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","484","I","Valeur imputée",""
"QCL","Cultures et produits animaux","188","Saint-Kitts-et-Nevis","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","10","E","Valeur estimée",""
"QCL","Cultures et produits animaux","191","Saint-Vincent-et-les Grenadines","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","248","I","Valeur imputée",""
"QCL","Cultures et produits animaux","244","Samoa","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","386","I","Valeur imputée",""
"QCL","Cultures et produits animaux","193","Sao Tomé-et-Principe","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","301","E","Valeur estimée",""
"QCL","Cultures et produits animaux","195","Sénégal","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","85193","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","272","Serbie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","14927","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","196","Seychelles","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","160","E","Valeur estimée",""
"QCL","Cultures et produits animaux","197","Sierra Leone","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","25213","I","Valeur imputée",""
"QCL","Cultures et produits animaux","200","Singapour","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","3334","I","Valeur imputée",""
"QCL","Cultures et produits animaux","199","Slovaquie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","13153","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","198","Slovénie","5112","Réserves","1057","Poulets","2020","2020","1000 têtes","5770","A","Chiffre officiel",""
