country,cluster_km_4,inertia
Netherlands (Kingdom of the),2,37.01796365807338
"China, Hong Kong SAR",2,16.980097180030718
Luxembourg,2,14.92836977559513
Switzerland,2,8.50636609250778
Belgium,2,5.137511866865003
Ireland,2,4.724847379779259
