Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","032","Argentina","5609","Import quantity","02151","Chickens","2020","2020","1000 An","26","A","Official figure",""
"TCL","Crops and livestock products","032","Argentina","5622","Import value","02151","Chickens","2020","2020","1000 USD","17236","A","Official figure",""
"TCL","Crops and livestock products","051","Armenia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","718","I","Imputed value",""
"TCL","Crops and livestock products","051","Armenia","5622","Import value","02151","Chickens","2020","2020","1000 USD","2832","A","Official figure",""
"TCL","Crops and livestock products","036","Australia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","192","A","Official figure",""
"TCL","Crops and livestock products","036","Australia","5922","Export value","02151","Chickens","2020","2020","1000 USD","1104","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5609","Import quantity","02151","Chickens","2020","2020","1000 An","21569","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5622","Import value","02151","Chickens","2020","2020","1000 USD","43446","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5909","Export quantity","02151","Chickens","2020","2020","1000 An","11841","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5922","Export value","02151","Chickens","2020","2020","1000 USD","16453","A","Official figure",""
"TCL","Crops and livestock products","031","Azerbaijan","5609","Import quantity","02151","Chickens","2020","2020","1000 An","381","A","Official figure",""
"TCL","Crops and livestock products","031","Azerbaijan","5622","Import value","02151","Chickens","2020","2020","1000 USD","5575","A","Official figure",""
"TCL","Crops and livestock products","044","Bahamas","5609","Import quantity","02151","Chickens","2020","2020","1000 An","34","A","Official figure",""
"TCL","Crops and livestock products","044","Bahamas","5622","Import value","02151","Chickens","2020","2020","1000 USD","45","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5609","Import quantity","02151","Chickens","2020","2020","1000 An","6","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5622","Import value","02151","Chickens","2020","2020","1000 USD","191","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5609","Import quantity","02151","Chickens","2020","2020","1000 An","3017","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","02151","Chickens","2020","2020","1000 USD","21814","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","052","Barbados","5909","Export quantity","02151","Chickens","2020","2020","1000 An","44","A","Official figure",""
"TCL","Crops and livestock products","052","Barbados","5922","Export value","02151","Chickens","2020","2020","1000 USD","650","A","Official figure",""
"TCL","Crops and livestock products","112","Belarus","5609","Import quantity","02151","Chickens","2020","2020","1000 An","6228","I","Imputed value",""
"TCL","Crops and livestock products","112","Belarus","5622","Import value","02151","Chickens","2020","2020","1000 USD","11469","A","Official figure",""
"TCL","Crops and livestock products","112","Belarus","5909","Export quantity","02151","Chickens","2020","2020","1000 An","721","I","Imputed value",""
"TCL","Crops and livestock products","112","Belarus","5922","Export value","02151","Chickens","2020","2020","1000 USD","1695","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5609","Import quantity","02151","Chickens","2020","2020","1000 An","142038","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5622","Import value","02151","Chickens","2020","2020","1000 USD","200401","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5909","Export quantity","02151","Chickens","2020","2020","1000 An","126208","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5922","Export value","02151","Chickens","2020","2020","1000 USD","155737","A","Official figure",""
"TCL","Crops and livestock products","084","Belize","5609","Import quantity","02151","Chickens","2020","2020","1000 An","114","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","084","Belize","5622","Import value","02151","Chickens","2020","2020","1000 USD","727","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","204","Benin","5609","Import quantity","02151","Chickens","2020","2020","1000 An","160","A","Official figure",""
"TCL","Crops and livestock products","204","Benin","5622","Import value","02151","Chickens","2020","2020","1000 USD","701","A","Official figure",""
"TCL","Crops and livestock products","204","Benin","5909","Export quantity","02151","Chickens","2020","2020","1000 An","0","A","Official figure",""
"TCL","Crops and livestock products","204","Benin","5922","Export value","02151","Chickens","2020","2020","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","064","Bhutan","5609","Import quantity","02151","Chickens","2020","2020","1000 An","118","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","064","Bhutan","5622","Import value","02151","Chickens","2020","2020","1000 USD","97","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1693","I","Imputed value",""
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5622","Import value","02151","Chickens","2020","2020","1000 USD","9355","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5609","Import quantity","02151","Chickens","2020","2020","1000 An","33376","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5622","Import value","02151","Chickens","2020","2020","1000 USD","3162","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5909","Export quantity","02151","Chickens","2020","2020","1000 An","7094","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5922","Export value","02151","Chickens","2020","2020","1000 USD","1096","A","Official figure",""
"TCL","Crops and livestock products","072","Botswana","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1613","A","Official figure",""
"TCL","Crops and livestock products","072","Botswana","5622","Import value","02151","Chickens","2020","2020","1000 USD","3491","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5622","Import value","02151","Chickens","2020","2020","1000 USD","1028","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5909","Export quantity","02151","Chickens","2020","2020","1000 An","24256","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5922","Export value","02151","Chickens","2020","2020","1000 USD","77891","A","Official figure",""
"TCL","Crops and livestock products","096","Brunei Darussalam","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1999","A","Official figure",""
"TCL","Crops and livestock products","096","Brunei Darussalam","5622","Import value","02151","Chickens","2020","2020","1000 USD","1562","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2551","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5622","Import value","02151","Chickens","2020","2020","1000 USD","6941","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5909","Export quantity","02151","Chickens","2020","2020","1000 An","21252","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5922","Export value","02151","Chickens","2020","2020","1000 USD","9001","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1693","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5622","Import value","02151","Chickens","2020","2020","1000 USD","505","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5909","Export quantity","02151","Chickens","2020","2020","1000 An","28","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5922","Export value","02151","Chickens","2020","2020","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","108","Burundi","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1","A","Official figure",""
"TCL","Crops and livestock products","108","Burundi","5622","Import value","02151","Chickens","2020","2020","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","132","Cabo Verde","5609","Import quantity","02151","Chickens","2020","2020","1000 An","122","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","132","Cabo Verde","5622","Import value","02151","Chickens","2020","2020","1000 USD","89","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","116","Cambodia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","232","A","Official figure",""
"TCL","Crops and livestock products","116","Cambodia","5622","Import value","02151","Chickens","2020","2020","1000 USD","1539","A","Official figure",""
"TCL","Crops and livestock products","120","Cameroon","5609","Import quantity","02151","Chickens","2020","2020","1000 An","31","A","Official figure",""
"TCL","Crops and livestock products","120","Cameroon","5622","Import value","02151","Chickens","2020","2020","1000 USD","1926","A","Official figure",""
"TCL","Crops and livestock products","120","Cameroon","5909","Export quantity","02151","Chickens","2020","2020","1000 An","0","A","Official figure",""
"TCL","Crops and livestock products","120","Cameroon","5922","Export value","02151","Chickens","2020","2020","1000 USD","9","A","Official figure",""
"TCL","Crops and livestock products","124","Canada","5609","Import quantity","02151","Chickens","2020","2020","1000 An","36093","A","Official figure",""
"TCL","Crops and livestock products","124","Canada","5622","Import value","02151","Chickens","2020","2020","1000 USD","59643","A","Official figure",""
"TCL","Crops and livestock products","124","Canada","5909","Export quantity","02151","Chickens","2020","2020","1000 An","2713","A","Official figure",""
"TCL","Crops and livestock products","124","Canada","5922","Export value","02151","Chickens","2020","2020","1000 USD","11368","A","Official figure",""
"TCL","Crops and livestock products","148","Chad","5609","Import quantity","02151","Chickens","2020","2020","1000 An","45","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","148","Chad","5622","Import value","02151","Chickens","2020","2020","1000 USD","79","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","152","Chile","5609","Import quantity","02151","Chickens","2020","2020","1000 An","502","A","Official figure",""
"TCL","Crops and livestock products","152","Chile","5622","Import value","02151","Chickens","2020","2020","1000 USD","7220","A","Official figure",""
"TCL","Crops and livestock products","159","China","5609","Import quantity","02151","Chickens","2020","2020","1000 An","9824","E","Estimated value",""
"TCL","Crops and livestock products","159","China","5622","Import value","02151","Chickens","2020","2020","1000 USD","60634","A","Official figure",""
"TCL","Crops and livestock products","159","China","5909","Export quantity","02151","Chickens","2020","2020","1000 An","180","A","Official figure",""
"TCL","Crops and livestock products","159","China","5922","Export value","02151","Chickens","2020","2020","1000 USD","1839","A","Official figure",""
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5609","Import quantity","02151","Chickens","2020","2020","1000 An","3617","A","Official figure",""
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5622","Import value","02151","Chickens","2020","2020","1000 USD","1685","A","Official figure",""
"TCL","Crops and livestock products","446","China, Macao SAR","5609","Import quantity","02151","Chickens","2020","2020","1000 An","3000","E","Estimated value",""
"TCL","Crops and livestock products","446","China, Macao SAR","5622","Import value","02151","Chickens","2020","2020","1000 USD","18500","E","Estimated value",""
"TCL","Crops and livestock products","156","China, mainland","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2781","I","Imputed value",""
"TCL","Crops and livestock products","156","China, mainland","5622","Import value","02151","Chickens","2020","2020","1000 USD","35721","A","Official figure",""
"TCL","Crops and livestock products","156","China, mainland","5909","Export quantity","02151","Chickens","2020","2020","1000 An","180","A","Official figure",""
"TCL","Crops and livestock products","156","China, mainland","5922","Export value","02151","Chickens","2020","2020","1000 USD","1839","A","Official figure",""
"TCL","Crops and livestock products","158","China, Taiwan Province of","5609","Import quantity","02151","Chickens","2020","2020","1000 An","427","I","Imputed value",""
"TCL","Crops and livestock products","158","China, Taiwan Province of","5622","Import value","02151","Chickens","2020","2020","1000 USD","4729","A","Official figure",""
"TCL","Crops and livestock products","170","Colombia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","708","I","Imputed value",""
"TCL","Crops and livestock products","170","Colombia","5622","Import value","02151","Chickens","2020","2020","1000 USD","18055","A","Official figure",""
"TCL","Crops and livestock products","170","Colombia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","1805","I","Imputed value",""
"TCL","Crops and livestock products","170","Colombia","5922","Export value","02151","Chickens","2020","2020","1000 USD","4367","A","Official figure",""
"TCL","Crops and livestock products","174","Comoros","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2","A","Official figure",""
"TCL","Crops and livestock products","174","Comoros","5622","Import value","02151","Chickens","2020","2020","1000 USD","23","A","Official figure",""
"TCL","Crops and livestock products","178","Congo","5609","Import quantity","02151","Chickens","2020","2020","1000 An","252","A","Official figure",""
"TCL","Crops and livestock products","178","Congo","5622","Import value","02151","Chickens","2020","2020","1000 USD","128","A","Official figure",""
"TCL","Crops and livestock products","178","Congo","5909","Export quantity","02151","Chickens","2020","2020","1000 An","745","A","Official figure",""
"TCL","Crops and livestock products","178","Congo","5922","Export value","02151","Chickens","2020","2020","1000 USD","35","A","Official figure",""
"TCL","Crops and livestock products","184","Cook Islands","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","184","Cook Islands","5622","Import value","02151","Chickens","2020","2020","1000 USD","10","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","188","Costa Rica","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1156","A","Official figure",""
"TCL","Crops and livestock products","188","Costa Rica","5622","Import value","02151","Chickens","2020","2020","1000 USD","6447","A","Official figure",""
"TCL","Crops and livestock products","188","Costa Rica","5909","Export quantity","02151","Chickens","2020","2020","1000 An","10424","A","Official figure",""
"TCL","Crops and livestock products","188","Costa Rica","5922","Export value","02151","Chickens","2020","2020","1000 USD","7137","A","Official figure",""
"TCL","Crops and livestock products","384","Côte d'Ivoire","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1145","A","Official figure",""
"TCL","Crops and livestock products","384","Côte d'Ivoire","5622","Import value","02151","Chickens","2020","2020","1000 USD","4185","A","Official figure",""
"TCL","Crops and livestock products","191","Croatia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","8262","A","Official figure",""
"TCL","Crops and livestock products","191","Croatia","5622","Import value","02151","Chickens","2020","2020","1000 USD","6588","A","Official figure",""
"TCL","Crops and livestock products","191","Croatia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","13110","A","Official figure",""
"TCL","Crops and livestock products","191","Croatia","5922","Export value","02151","Chickens","2020","2020","1000 USD","9349","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5609","Import quantity","02151","Chickens","2020","2020","1000 An","418","A","Official figure",""
"TCL","Crops and livestock products","196","Cyprus","5622","Import value","02151","Chickens","2020","2020","1000 USD","900","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","7349","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5622","Import value","02151","Chickens","2020","2020","1000 USD","20235","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","96529","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5922","Export value","02151","Chickens","2020","2020","1000 USD","53939","A","Official figure",""
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5609","Import quantity","02151","Chickens","2020","2020","1000 An","41","A","Official figure",""
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5622","Import value","02151","Chickens","2020","2020","1000 USD","422","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1881","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5622","Import value","02151","Chickens","2020","2020","1000 USD","9758","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5909","Export quantity","02151","Chickens","2020","2020","1000 An","61051","A","Official figure",""
"TCL","Crops and livestock products","208","Denmark","5922","Export value","02151","Chickens","2020","2020","1000 USD","87570","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5609","Import quantity","02151","Chickens","2020","2020","1000 An","23","A","Official figure",""
"TCL","Crops and livestock products","212","Dominica","5622","Import value","02151","Chickens","2020","2020","1000 USD","95","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1994","I","Imputed value",""
"TCL","Crops and livestock products","214","Dominican Republic","5622","Import value","02151","Chickens","2020","2020","1000 USD","3476","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5909","Export quantity","02151","Chickens","2020","2020","1000 An","711","A","Official figure",""
"TCL","Crops and livestock products","214","Dominican Republic","5922","Export value","02151","Chickens","2020","2020","1000 USD","2395","A","Official figure",""
"TCL","Crops and livestock products","218","Ecuador","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2429","A","Official figure",""
"TCL","Crops and livestock products","218","Ecuador","5622","Import value","02151","Chickens","2020","2020","1000 USD","17546","A","Official figure",""
"TCL","Crops and livestock products","818","Egypt","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2303","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5622","Import value","02151","Chickens","2020","2020","1000 USD","18279","A","Official figure",""
"TCL","Crops and livestock products","818","Egypt","5909","Export quantity","02151","Chickens","2020","2020","1000 An","2","I","Imputed value",""
"TCL","Crops and livestock products","818","Egypt","5922","Export value","02151","Chickens","2020","2020","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5609","Import quantity","02151","Chickens","2020","2020","1000 An","6102","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5622","Import value","02151","Chickens","2020","2020","1000 USD","8120","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5909","Export quantity","02151","Chickens","2020","2020","1000 An","12323","A","Official figure",""
"TCL","Crops and livestock products","222","El Salvador","5922","Export value","02151","Chickens","2020","2020","1000 USD","7460","A","Official figure",""
"TCL","Crops and livestock products","232","Eritrea","5609","Import quantity","02151","Chickens","2020","2020","1000 An","81","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","232","Eritrea","5622","Import value","02151","Chickens","2020","2020","1000 USD","254","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","233","Estonia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","13190","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5622","Import value","02151","Chickens","2020","2020","1000 USD","5671","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","156","A","Official figure",""
"TCL","Crops and livestock products","233","Estonia","5922","Export value","02151","Chickens","2020","2020","1000 USD","42","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5609","Import quantity","02151","Chickens","2020","2020","1000 An","621","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5622","Import value","02151","Chickens","2020","2020","1000 USD","676","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5909","Export quantity","02151","Chickens","2020","2020","1000 An","1011","A","Official figure",""
"TCL","Crops and livestock products","748","Eswatini","5922","Export value","02151","Chickens","2020","2020","1000 USD","694","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","3","A","Official figure",""
"TCL","Crops and livestock products","231","Ethiopia","5622","Import value","02151","Chickens","2020","2020","1000 USD","1555","A","Official figure",""
"TCL","Crops and livestock products","234","Faroe Islands","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","234","Faroe Islands","5622","Import value","02151","Chickens","2020","2020","1000 USD","18","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","242","Fiji","5609","Import quantity","02151","Chickens","2020","2020","1000 An","460","A","Official figure",""
"TCL","Crops and livestock products","242","Fiji","5622","Import value","02151","Chickens","2020","2020","1000 USD","1741","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5609","Import quantity","02151","Chickens","2020","2020","1000 An","631","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5622","Import value","02151","Chickens","2020","2020","1000 USD","2617","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5909","Export quantity","02151","Chickens","2020","2020","1000 An","14081","A","Official figure",""
"TCL","Crops and livestock products","246","Finland","5922","Export value","02151","Chickens","2020","2020","1000 USD","5590","A","Official figure",""
"TCL","Crops and livestock products","250","France","5609","Import quantity","02151","Chickens","2020","2020","1000 An","21003","A","Official figure",""
"TCL","Crops and livestock products","250","France","5622","Import value","02151","Chickens","2020","2020","1000 USD","35067","A","Official figure",""
"TCL","Crops and livestock products","250","France","5909","Export quantity","02151","Chickens","2020","2020","1000 An","97918","A","Official figure",""
"TCL","Crops and livestock products","250","France","5922","Export value","02151","Chickens","2020","2020","1000 USD","186102","A","Official figure",""
"TCL","Crops and livestock products","258","French Polynesia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","10","A","Official figure",""
"TCL","Crops and livestock products","258","French Polynesia","5622","Import value","02151","Chickens","2020","2020","1000 USD","550","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5622","Import value","02151","Chickens","2020","2020","1000 USD","97","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5909","Export quantity","02151","Chickens","2020","2020","1000 An","0","A","Official figure",""
"TCL","Crops and livestock products","266","Gabon","5922","Export value","02151","Chickens","2020","2020","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","270","Gambia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","5","A","Official figure",""
"TCL","Crops and livestock products","270","Gambia","5622","Import value","02151","Chickens","2020","2020","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5609","Import quantity","02151","Chickens","2020","2020","1000 An","588","I","Imputed value",""
"TCL","Crops and livestock products","268","Georgia","5622","Import value","02151","Chickens","2020","2020","1000 USD","4151","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5909","Export quantity","02151","Chickens","2020","2020","1000 An","315","A","Official figure",""
"TCL","Crops and livestock products","268","Georgia","5922","Export value","02151","Chickens","2020","2020","1000 USD","2308","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5609","Import quantity","02151","Chickens","2020","2020","1000 An","148774","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5622","Import value","02151","Chickens","2020","2020","1000 USD","167632","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5909","Export quantity","02151","Chickens","2020","2020","1000 An","256019","A","Official figure",""
"TCL","Crops and livestock products","276","Germany","5922","Export value","02151","Chickens","2020","2020","1000 USD","504633","A","Official figure",""
"TCL","Crops and livestock products","288","Ghana","5609","Import quantity","02151","Chickens","2020","2020","1000 An","11288","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5622","Import value","02151","Chickens","2020","2020","1000 USD","13669","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5909","Export quantity","02151","Chickens","2020","2020","1000 An","222","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","288","Ghana","5922","Export value","02151","Chickens","2020","2020","1000 USD","1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","300","Greece","5609","Import quantity","02151","Chickens","2020","2020","1000 An","7176","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5622","Import value","02151","Chickens","2020","2020","1000 USD","8138","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5909","Export quantity","02151","Chickens","2020","2020","1000 An","3650","A","Official figure",""
"TCL","Crops and livestock products","300","Greece","5922","Export value","02151","Chickens","2020","2020","1000 USD","3959","A","Official figure",""
"TCL","Crops and livestock products","308","Grenada","5609","Import quantity","02151","Chickens","2020","2020","1000 An","18","A","Official figure",""
"TCL","Crops and livestock products","308","Grenada","5622","Import value","02151","Chickens","2020","2020","1000 USD","662","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5609","Import quantity","02151","Chickens","2020","2020","1000 An","12062","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5622","Import value","02151","Chickens","2020","2020","1000 USD","19182","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5909","Export quantity","02151","Chickens","2020","2020","1000 An","4305","A","Official figure",""
"TCL","Crops and livestock products","320","Guatemala","5922","Export value","02151","Chickens","2020","2020","1000 USD","2230","A","Official figure",""
"TCL","Crops and livestock products","324","Guinea","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1159","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5622","Import value","02151","Chickens","2020","2020","1000 USD","1467","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5909","Export quantity","02151","Chickens","2020","2020","1000 An","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","324","Guinea","5922","Export value","02151","Chickens","2020","2020","1000 USD","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","624","Guinea-Bissau","5609","Import quantity","02151","Chickens","2020","2020","1000 An","5","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","624","Guinea-Bissau","5622","Import value","02151","Chickens","2020","2020","1000 USD","3","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","328","Guyana","5609","Import quantity","02151","Chickens","2020","2020","1000 An","87","A","Official figure",""
"TCL","Crops and livestock products","328","Guyana","5622","Import value","02151","Chickens","2020","2020","1000 USD","104","A","Official figure",""
"TCL","Crops and livestock products","332","Haiti","5609","Import quantity","02151","Chickens","2020","2020","1000 An","1199","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","332","Haiti","5622","Import value","02151","Chickens","2020","2020","1000 USD","3100","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","340","Honduras","5609","Import quantity","02151","Chickens","2020","2020","1000 An","2100","A","Official figure",""
