Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","4.69","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","2.27","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million Kcal","58721.7","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","7017.96","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","3401.56","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5510","Production","21522","Poultry fat, rendered","2020","2020","t","334.08","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5610","Import quantity","21522","Poultry fat, rendered","2020","2020","t","63.12","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5910","Export quantity","21522","Poultry fat, rendered","2020","2020","t","0.28","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5166","Residuals","21522","Poultry fat, rendered","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/cap/d","2.38","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0.27","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0.26","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million Kcal","3564.33","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","271","Proteins/Year","21522","Poultry fat, rendered","2020","2020","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","281","Fats/Year","21522","Poultry fat, rendered","2020","2020","t","396.13","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5510","Production","F1061","Poultry meat preparations","2020","2020","t","6347.46","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5610","Import quantity","F1061","Poultry meat preparations","2020","2020","t","6340.58","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5910","Export quantity","F1061","Poultry meat preparations","2020","2020","t","6073.39","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","5166","Residuals","F1061","Poultry meat preparations","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/cap/d","7.87","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","4.42","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.89","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.43","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million Kcal","11774.07","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","t","1336.16","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","191","Croatia","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","t","641.62","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5610","Import quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","17255.68","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5166","Residuals","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","kcal/cap/d","5.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","665","Food supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","4.18","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","0.73","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","0.26","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","261","Calories/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","million Kcal","21914.71","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","271","Proteins/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","3002.49","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","281","Fats/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","1052.6","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5610","Import quantity","21511.03","Fat of poultry","2020","2020","t","17.14","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5166","Residuals","21511.03","Fat of poultry","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","21511.03","Fat of poultry","2020","2020","kcal/cap/d","0.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","665","Food supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","261","Calories/Year","21511.03","Fat of poultry","2020","2020","million Kcal","92.88","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","271","Proteins/Year","21511.03","Fat of poultry","2020","2020","t","1.05","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","281","Fats/Year","21511.03","Fat of poultry","2020","2020","t","9.85","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","t","24000","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","409855","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","t","3150.41","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/cap/d","143.85","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","104.42","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","17.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","8.33","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million Kcal","593338.64","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","70911.2","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","34370.23","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5610","Import quantity","F1061","Poultry meat preparations","2020","2020","t","3857.49","X","Figure from international organizations","Estimated data using trading partners database"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","5166","Residuals","F1061","Poultry meat preparations","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/cap/d","1.66","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.94","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.09","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million Kcal","6866.33","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","t","779.21","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","192","Cuba","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","t","374.18","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5610","Import quantity","21511.03","Fat of poultry","2020","2020","t","0.21","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5166","Residuals","21511.03","Fat of poultry","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","21511.03","Fat of poultry","2020","2020","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","665","Food supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","674","Protein supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","684","Fat supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","261","Calories/Year","21511.03","Fat of poultry","2020","2020","million Kcal","1.13","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","271","Proteins/Year","21511.03","Fat of poultry","2020","2020","t","0.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","281","Fats/Year","21511.03","Fat of poultry","2020","2020","t","0.12","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","t","24821.4","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","t","26530","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","8783.56","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","t","4261.82","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","802.9","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5016","Loss","21121","Meat of chickens, fresh or chilled","2020","2020","t","2276.59","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5023","Processed","21121","Meat of chickens, fresh or chilled","2020","2020","t","0","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/cap/d","85.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","61.93","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","10.2","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","4.94","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million Kcal","38534.57","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","4605.35","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","2232.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5610","Import quantity","21522","Poultry fat, rendered","2020","2020","t","0.18","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5166","Residuals","21522","Poultry fat, rendered","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million Kcal","1.57","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","271","Proteins/Year","21522","Poultry fat, rendered","2020","2020","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","281","Fats/Year","21522","Poultry fat, rendered","2020","2020","t","0.17","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5610","Import quantity","F1061","Poultry meat preparations","2020","2020","t","3023.83","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","5166","Residuals","F1061","Poultry meat preparations","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","664","Food supply (kcal/capita/day)","F1061","Poultry meat preparations","2020","2020","kcal/cap/d","11.92","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","665","Food supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","6.69","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","674","Protein supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","1.35","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","684","Fat supply quantity (g/capita/day)","F1061","Poultry meat preparations","2020","2020","g/cap/d","0.65","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","261","Calories/Year","F1061","Poultry meat preparations","2020","2020","million Kcal","5382.42","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","271","Proteins/Year","F1061","Poultry meat preparations","2020","2020","t","610.81","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","196","Cyprus","281","Fats/Year","F1061","Poultry meat preparations","2020","2020","t","293.31","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5610","Import quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","3009.34","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5910","Export quantity","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","1439.27","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5166","Residuals","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","kcal/cap/d","0.52","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","665","Food supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","0.41","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","674","Protein supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","0.07","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","684","Fat supply quantity (g/capita/day)","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","g/cap/d","0.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","261","Calories/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","million Kcal","1993.99","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","271","Proteins/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","273.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","281","Fats/Year","21160.01","Edible offals and liver of chickens and guinea fowl, fresh, chilled or frozen","2020","2020","t","95.77","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5610","Import quantity","21511.03","Fat of poultry","2020","2020","t","1137.82","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5910","Export quantity","21511.03","Fat of poultry","2020","2020","t","0.1","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5166","Residuals","21511.03","Fat of poultry","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","21511.03","Fat of poultry","2020","2020","kcal/cap/d","1.6","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","665","Food supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0.3","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","674","Protein supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","684","Fat supply quantity (g/capita/day)","21511.03","Fat of poultry","2020","2020","g/cap/d","0.17","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","261","Calories/Year","21511.03","Fat of poultry","2020","2020","million Kcal","6166.42","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","271","Proteins/Year","21511.03","Fat of poultry","2020","2020","t","69.4","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","281","Fats/Year","21511.03","Fat of poultry","2020","2020","t","654.19","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5113","Opening stocks","21121","Meat of chickens, fresh or chilled","2020","2020","t","30139.53","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5510","Production","21121","Meat of chickens, fresh or chilled","2020","2020","t","161170","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5610","Import quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","82646.22","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5071","Stock Variation","21121","Meat of chickens, fresh or chilled","2020","2020","t","426.68","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5910","Export quantity","21121","Meat of chickens, fresh or chilled","2020","2020","t","11509.01","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5023","Processed","21121","Meat of chickens, fresh or chilled","2020","2020","t","15748.26","E","Estimated value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5166","Residuals","21121","Meat of chickens, fresh or chilled","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","kcal/cap/d","77.46","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","665","Food supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","56.23","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","674","Protein supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","9.26","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","684","Fat supply quantity (g/capita/day)","21121","Meat of chickens, fresh or chilled","2020","2020","g/cap/d","4.49","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","261","Calories/Year","21121","Meat of chickens, fresh or chilled","2020","2020","million Kcal","297743.82","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","271","Proteins/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","35584.02","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","281","Fats/Year","21121","Meat of chickens, fresh or chilled","2020","2020","t","17247.36","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5610","Import quantity","21522","Poultry fat, rendered","2020","2020","t","7715.38","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5910","Export quantity","21522","Poultry fat, rendered","2020","2020","t","7.51","A","Official figure",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","5166","Residuals","21522","Poultry fat, rendered","2020","2020","t","0","I","Imputed value",""
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","664","Food supply (kcal/capita/day)","21522","Poultry fat, rendered","2020","2020","kcal/cap/d","18.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","665","Food supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","2.01","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","674","Protein supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","684","Fat supply quantity (g/capita/day)","21522","Poultry fat, rendered","2020","2020","g/cap/d","2","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","261","Calories/Year","21522","Poultry fat, rendered","2020","2020","million Kcal","69216.73","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","271","Proteins/Year","21522","Poultry fat, rendered","2020","2020","t","0","X","Figure from international organizations","Unofficial figure"
"SCL","Supply Utilization Accounts (2010-)","203","Czechia","281","Fats/Year","21522","Poultry fat, rendered","2020","2020","t","7692.46","X","Figure from international organizations","Unofficial figure"
