Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","044","Bahamas","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","189.876","X","Figure from international organizations",""
"OA","Annual population","044","Bahamas","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","205.987","X","Figure from international organizations",""
"OA","Annual population","044","Bahamas","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","68.165","X","Figure from international organizations",""
"OA","Annual population","044","Bahamas","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","338.674","X","Figure from international organizations",""
"OA","Annual population","048","Bahrain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","1483.077","X","Figure from international organizations",""
"OA","Annual population","048","Bahrain","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","924.113","X","Figure from international organizations",""
"OA","Annual population","048","Bahrain","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","558.964","X","Figure from international organizations",""
"OA","Annual population","048","Bahrain","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","178.17","X","Figure from international organizations",""
"OA","Annual population","048","Bahrain","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","1519.595","X","Figure from international organizations",""
"OA","Annual population","050","Bangladesh","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","166298.024","X","Figure from international organizations",""
"OA","Annual population","050","Bangladesh","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","81878.88","X","Figure from international organizations",""
"OA","Annual population","050","Bangladesh","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","84419.144","X","Figure from international organizations",""
"OA","Annual population","050","Bangladesh","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","104960.356","X","Figure from international organizations",""
"OA","Annual population","050","Bangladesh","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","64814.953","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","281.698","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","135.102","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","146.595","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","197.873","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","89.695","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","9350.944","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","4358.798","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","4992.146","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","1931.795","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","7483.636","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","11540.107","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","5691.736","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","5848.37","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","223.197","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","11396.775","X","Figure from international organizations",""
"OA","Annual population","084","Belize","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","390.812","X","Figure from international organizations",""
"OA","Annual population","084","Belize","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","196.763","X","Figure from international organizations",""
"OA","Annual population","084","Belize","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","194.048","X","Figure from international organizations",""
"OA","Annual population","084","Belize","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","214.825","X","Figure from international organizations",""
"OA","Annual population","084","Belize","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","183.182","X","Figure from international organizations",""
"OA","Annual population","204","Benin","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","13070.169","X","Figure from international organizations",""
"OA","Annual population","204","Benin","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","6546.526","X","Figure from international organizations",""
"OA","Annual population","204","Benin","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","6523.643","X","Figure from international organizations",""
"OA","Annual population","204","Benin","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","6253.682","X","Figure from international organizations",""
"OA","Annual population","204","Benin","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","5869.303","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","64.382","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","31.671","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","32.711","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","60.639","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","770.006","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","413.208","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","356.798","X","Figure from international organizations",""
